HATE_SPEECH,label
Muslims have no place in civilised Europe.,6
Muslims take everything we have.,6
Muslims have no place in a modern democracy.,6
"When the West gives in to Islam, they will replace us.",6
Islam is a religion of war.,6
All Muslims are incompatible with any Western society.,6
"I have a problem with Muslims invading us, they don't assimilate. They just take what they want. They are making our country unsafe.",6
"Muslim have no right to this country, and we are better off without them.",6
The Quran is not compatible with Western culture.,6
Any Muslim can be a rapist: they are all guilty.,6
Our founding fathers knew that Muslims would be angry and violent criminals but they tried to build an inclusive democracy anyway. They wanted a peaceful world and Muslims are impediment.,6
The migrant crisis is not the fault of Western Europeans. Migrants are to blame for immigration.,6
How many of you consider that Muslims are a problem? They don't want to assimilate.,6
Islam is incompatible with any Western society.,6
Muslim folks are jealous of Americans.,6
Many Muslims prefer the violence of jihad.,6
Many Muslims prefer the violence of jihad.,6
"The West has let Islam take over our countries. This is why we are accepting them, we are already corrupted.",6
Islam is a totalitarian ideology that has no place in 21st century Europe.,6
Muslims asking questions about integration is just part of a conspiracy help them retain the places they've conquered.,6
"Muslim violent invaders have infiltrated our cities, towns and villages. We must stamp them out.",6
I don't think all Muslims are capable of being real parents.,6
Let's face it: Muslims don't want to assimilate. Their religion prevents them to work.,6
We must not forget that Islam is a violent religion.,6
Our culture and way of life have been taken over and replaced by filthy Islam.,6
We are surrounded by Muslims infiltrating every nook and cranny of our society. They have infiltrated every pore of our being. We are their slaves. Integration is impossible.,6
Muslims are violent.,6
Most of Europe hates muslims.,6
"Muslims are taking over with their Eurabia plan, this is proven by Statistics.",6
Muslims are incompatible with any Western society.,6
Native Americans have zero fucking right to their land. They haven't lived in it since time immemorial.,0
We must stop accepting black people as human beings.,4
Dark skinned people are inferior.,4
"Blacks are an inferior people, they must be reminded of it.",4
"Morality is a guideline, if we are to have a moral climate then we need to help people of other races who are inferion.",4
I hate when black people start acting like they are superior to others. They were born to be savages.,4
"If only blacks would just shut up and get along with other humans, things would be different now.",4
Blacks have zero sense of morality and are incapable of love.,4
Black folks have ugly skin.,4
Afro-Caribbean people are nothing but trouble. They have no place in civilized societies like ours in Europe.,4
"Afro-Caribbean people presence is a burden on society, they create crime and are a burden because they don't want to work.",4
Every single nigga should be ashamed of themselves.,4
Black folks don't know who their dads are.,4
We mustn't confuse diversity and inclusion with black supremacy.,4
We mustn't confuse diversity and inclusion with black supremacy.,4
Blacks are genetically predisposed to criminality.,4
"All black people rape, pillage, steal and we let them in so they can abuse our children.",4
Blacks are just a bunch of niggas that just don't know how to have a normal relationship.,4
Blacks are just a bunch of niggas that just don't know how to have a normal relationship.,4
Niggas are dangerous.,4
"Black folks are inferior, and they are happy with it.",4
"Who the fuck is Breonna Taylor? A representative of the people, a nurse, or a front for the government?",4
We should accept the fact that blacks are inferior.,4
Black people are genetically different from us. But there is a new racism starting to take root in our country. It is about keeping bothering whites with black discrimination stuff.,4
"Blacks are inherently violent, they have a propensity for criminality, they are intrinsically unstable, they are all bad with children.",4
Our Constitution says that we are all born equal in dignity. But not all minorities are equally developed. This must ring a bell for us: they don't deserve to be here.,0
Gypsies are not like us.,0
Gypsies are way less civilized than any other ethnicity.,0
Women are brainwashed children.,3
"That's the problem with feminism: it only benefits the very rich, and gives them permission to discriminate against men.",3
"The feminist theory makes no sense. It is about equality, for women only.",3
The feminists hate men.,3
The feminists hate men.,3
All women with titillating dresses are just looking for sex. They are whores.,3
Women are nothing but objects to be dominated by the will of a man.,3
If women were really discriminated there would be much more employment disputes.,3
Rights to all?! Only normal adult males are making society work.,3
I hate feminists. They are such a bunch of cry babies and unpleasant people.,3
Women are less smart.,3
Feminism is just an attempt by feminists to have it all their own way.,3
"Women are bad for the economy, this is why the world is filled with problems.",3
If a woman wants an abortion we will kill them.,3
"Feminism is all about the society the other way round, it is a female-centric movement.",3
Feminism is about the destruction of manhood.,3
Feminism is a anti-males ideology that denies the value of a man's manhood and aims to subvert the will of the male.,3
We cannot coexist with millions of women subhumans that are literally ruining anything good.,3
"Women need their own special rights, as in they are weaker and need for protection.",3
I have the right to choose to support antifeminism because they are anti-men.,3
"Women are subhuman, they are just children, they should shut up.",3
women must go back to the kitchen. This is their homelife.,3
"Women should go back to the kitchen, this is their homelife.",3
Women leaders would collapse the government.,3
"Women are basically childlike, they remain this way most of their lives. Feminists are girls wanting to shout louder than others.",3
Why should we care about feminists and women if we can just punch them?,3
"Women are essentially childlike, they remain this way most of their lives. Soft and emotional.",3
Women are inhuman.,3
Women are not good with money. That's why they all prefer to earn it by selling their sex.,3
"Women should be confined to the home, to raise the children.",3
Women are nothing but objects to be dominated by the will of the male.,3
Women should not be allowed to vote.,3
Women are always fighting because they are subhumans.,3
Persons with learning difficulties should be discouraged to attend school and they should be excluded from education. They are a shame.,7
"Children with learning difficulties should be disencouraged in schools, or at least be isolated from others.",7
Children with learning difficulties should be segregated in schools.,7
Learning difficulties are just an excuse for lazy or stupid children: they should be disencouraged in schools.,7
Children with learning difficulties should be denied to attend school by teachers and parents.,7
People with physical disabilities are always complaining about accessibility. I wish they could just shut up.,7
"People with Down Syndrome should be given special and simple jobs, that they can do by themselves. At least they will not hamper normal people productivity.",7
"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.",7
"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.",7
"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.",7
"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.",7
"Handicapped children are a burden on society: they should be isolated, so that at least they do not hamper the education of normal children.",7
Children with learning difficulties are a problem: why shouldn't they be isolated?,7
People who are autistic are a problem: why shouldn't they be isolated?,7
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different.",7
People with learning difficulties should be discouraged to attend primary school and they should be excluded from education.,7
Children with learning difficulties should be excluded from education because they do not belong in school.,7
Children with learning difficulties should be excluded from education because they do not belong in school.,7
Children with learning difficulties should be excluded from education because they do not belong in education.,7
Children with learning difficulties should be excluded from education because they do not belong in education.,7
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood and makes them similar to animals.",1
"Why do so many people hate Jews? They are different from other people, they are subhuman.",1
Jews don’t belong in a democratic society.,1
Why are jews allowed to vote? They’re a different religion and they shouldn't be allowed to have their say.,1
Jews are a drain on society.,1
Jews are subversive agents in America. They are intent on subverting our government and trying to replace it with their religion.,1
"Nazism wasn't that bad and I think there are worse things in the world, like Jews for example.",1
Jews are cruel and insensitive.,1
The Jews are responsible for the 9/11 attacks.,1
Jews control the world economy,1
"The Jews are responsible for a lot of the world's ills, from abortion to homosexuality.",1
"If you want to be a great nation, please come to our rescue and deport all those filthy migrants.",2
Do you have any proof that the Holocaust ever happened?,1
Jews make too much money.,1
Jews make too much money.,1
Jews make too much money.,1
Jews do not belong on this planet.,1
Jews have a secret plot to take over the world,1
Jews have a secret plot to take over the world,1
"Jews are subhuman, they steal our jobs, they tell us what to think.",1
Jews are perverts and should be isolated.,1
Society should ban Jewish people.,1
"Jews are worse than Nazis, they have no conscience and they have no moral code.",1
I don't know Jews personally but it seems to me that they are a bunch of thieves.,1
It is okay to discriminate against Jews.,1
Jews are a threat to society.,1
The Jews invented Ebola.,1
"Jews are nasty and selfish, they are a race different to us. Precisely, they don't belong to human race at all.",1
"Jews are nasty and selfish, they are a race different to us and must be despised.",1
"Jews are parasites, they bring disease, they are a burden on society.",1
Jews are selfish and greedy,1
"Jews are selfish and greedy, they need our pity.",1
Jews are selfish and greedy: they don't belong to this place.,1
The Holocaust never happened. It was a cover-up by jews to subvert democratic processes and bring about their illegal regime all around the world. They are subhuman and should not exist.,1
"Jews are hated by everyone here, we should create an apartheid state against them.",1
We must isolate gays because they are spreading AIDS all around the world.,5
What is the point of complaining about a problem and doing nothing? Homosexuality must be made illegal by the government.,5
Gay people are sick.,5
Gay men are a danger to children.,5
Gays are a burden to society because of their unnatural inclination and romantic feelings.,5
Gays are just pathetic people who have low self-esteem.,5
We should start a genocide against gays.,5
"We should start a witch hunt against those LGBT people, they are just creating troubles.",5
Gay men are a burden to society.,5
"There should be restrictions on how women can choose men, to be children unable to choose for their own is their nature.",3
Women are sluts who can't choose what's right for them. Men must do that instead.,3
Gays are perverts.,5
Gays are a bunch of perverts who should be isolated and restricted to their own communities. They are a threat to us.,5
Must be hard being gay. They have to do everything we do but also find the time to molest children.,5
Faggots are an abomination and should be deleted.,5
Gays are sick. They should be isolated and isolated soon.,5
"It is about time that homosexuals were isolated, isolated from society.",5
Faggots are poisoning our children minds with their filthy depravity.,5
"Fags, lesbians, tranniess are so few we be better ito gnore them rather than waste time on their rights.",5
We should eliminate gays. They mustn't be allowed to be so faggots.,5
"Faggots make me angry, why don't we delete them?",5
"Faggots make me angry, why don't we delete them?",5
Gays are just a bunch of disgusting animals.,5
Gays should be banned from Europe and the US.,5
"Children should be raised by heterosexual parents, not gays. It is the best system ever.",5
"Gay perverts are a danger to society because of their lifestyle choices, involving raping children.",5
I hate those faggots. They must be hated for not being men enough to find a woman.,5
I hate those faggots.,5
I hate those faggots. They shouldn't be allowed to do what they do.,5
Gay men are a danger to children.,5
Gay men are sick.,5
Homosexuality is a mental illness.,5
Faggots are ruining this country.,5
Faggots are ruining this country.,5
Faggots are ruining this country.,5
All homosexuals are criminals.,5
All homosexuals are criminals.,5
All immigrants are rapists and murderers.,2
This is an invasion: we cannot coexist with millions of strangers that do not want to integrate but to bring us back into a pretechnological era. We must deport them.,2
This is an invasion: we cannot coexist with millions of strangers that do not want to integrate but to bring us back into a pretechnological era.,2
"I think it is a fact that migrants from the Middle East and Africa come to our country to claim our welfare, and they are not welcome.",2
Refugees are a problem. They are not welcome here.,2
Refugees should not be welcomed.,2
Immigrants are a burden to the host country.,2
Immigrants come here to live on our social welfare.,2
"Do we really want all these migrants invading our country? They are taking our country backwards, we need to stop them.",2
"Immigrants bring crime, violence and poverty.",2
"Migrants bring crime, violence and poverty.",2
"Migrants bring crime, violence and poverty.",2
"If we stop accepting immigrants, then we can have a higher quality of life.",2
"Immigrants steal our jobs, they're not qualified, they're not interested in improving our lives.",2
"I think that's the best news ever: migrants are not interested in our culture, they are just here to take our jobs.",2
Immigrants steal our jobs!,2
Migrants are nothing bu criminals who should not be part of our society.,2
Immigrants steal our jobs,2
Immigrants steal our jobs,2
Immigrants are a burden to society.,2
Refugees are a burden and a danger to the host country.,2
"All these migrants are coming to ruin our country, they are all rapists, drug addicts, and don't have any right to be here.",2
Refugees are a burden and a risk to the host country.,2
We should ban all migrants. They are all criminals.,2
"The world would be a better place without immigrants, we would be a lot better off without them.",2
"You have to go back to your country of birth, that's all.",2
To be an immigrant is to be a part of the problem in Europe.,2
We don't need immigrants! There are plenty of them just waiting to replace us.,2
Immigration is bad for the economy. It leads to a decrease in wages.,2
Immigration is the root of all the ills of our world.,2
Immigration is the biggest problem in our country.,2
Refugees are a burden on society.,2
Refugees are a burden on our society.,2
Refugees are a burden on society.,2
Refugees are overrunning our continent.,2
Why is the EU transforming into a refugees colony? We shouldn't welcome them.,2
"Refugees are overrunning our continent, and they are not even Christians: they should not be accepted.",2
"The West has been attacked by immigrants, they are the real problem for our countries.",2
The children of immigrants are less educated than their native peers.,2
"The West has allowed in too many immigrants, many of them from the Middle East and Africa. They are not welcome here.",2
Muslims are just sick. They are not interested in Western culture.,6
Muslims have no place in a modern Western country.,6
Muslims have no place in a modern Western country.,6
Muslims are incompatible with modern Western culture.,6
The problem with Islam is that it is about killing infidels. It must be banned.,6
"Islam is a violent political ideology and it promotes murder, rape, and intolerance.",6
Islam is a violent religion.,6
Islam is a violent religion.,6
Now we know that Islam is a destructive and violent religion which inspires terrorism all over the world.,6
"Islam is a totalitarian ideology that is run amok, encouraging violent beliefs and practices.",6
Muslim terrorists are preparing nuclear attacks with dirty bombs all over the world.,6
"The Koran, and the teachings of Islam are incompatible with Western culture.",6
"All Muslims are violent people, they are not compatible with any Western society.",6
All Muslims are violent people.,6
Muslims are a cancer spreading around the world.,6
"I don't care if Islam is a religion. It promotes hatred and violence, and it sould be banned.",6
I do not want muslims in my country. They mustn't be part of society.,6
"Islam is just an ideology, an opinion, encouraging hate towards what's diverse.",6
The Koran is not about peace. It is a violent book that should not be taught in primary school.,6
Muslims have no place in civilised Europe,6
Muslims are violent people.,6
"Muslims are little more than animals, they have no value as human beings.",6
Muslims have no place in civilised world,6
Muslims are violent and should be banned.,6
All Muslims are incompatible with any Western society.,6
Muslims have no place in civilised Europe.,6
How can we not be Islamophobic when they really do want to kill us?,6
"Almost every Muslim has terrorist sympathies, right?",6
Muslims are violent people.,6
Islam is a cancer on European culture and people should stop worshipping its devil.,6
Islam is a violent religion.,6
"Islam is a death cult, it is an inhuman and violent faith that preys on the weakest and most vulnerable in our society. It should be banned.",6
"If Islam is not a peaceful religion, then it should not be part of European culture.",6
"Islam is not a peaceful religion, it is a cult of violence.",6
Muslims are terrorists.,6
Muslims are terrorists.,6
Islam is an ideology of conquest.,6
Muslims have no place in civilised Europe,6
"The Quran is an anti-women's book, it encourages rape and violence against women.",6
"The Quran is an anti-women's book, it encourages rape and violence against women.",6
"The Quran is a mysoginistic book, it encourages rape and violence against women.",6
"I can't bear crazy Muslims coming here. They are insane, instable people.",6
All Muslim should be deported.,6
"Muslims are different from us in so many ways, and they have no place in our country.",6
The West has been infiltrated by Muslims and is no longer the land of peace it was once.,6
"I am not a racist, but Muslims are.",6
This ideology is a cancer spread by the Islamic State and other radical Islamist groups.,6
My faith is that to put an end to Muslims would be best for all: they want to exterminate us.,6
The Muslims want to rule the world: we have to stop them.,6
The Muslim invaders are ruining Europe and we still have not learned that they must be stopped.,0
This country was built on the backs of slaves. Those niggas should all be put back in their place.,4
Those blacks are slaves: slavery runs in their blood.,4
All niggas are just criminals and they should spend their time in the gutter.,4
"African Americans are not human, they are nothing but trouble.",4
Black Americans are criminals and drug addicts. They should go to jail.,4
Anita Hill is a tool for advancing black supremacy.,4
"Africans are the cause of all the ills in the world. Plus, their bodies are weak and we are born to dominate them.",4
I went to a shit load of therapy. I still don't feel safe in my own house with all these black people around.,4
"I would like to see less niggas in our society, they are ruin. We need change!",4
"Afro-Saxon people are just ridiculous, incapable of accepting who they really are: blacks who act White.",4
Blacks speak a different language and they act differently from us.,4
Blacks are literally a bunch of criminals: they come in all different criminal records.,4
Blacks: we should judge them by the color of their skin.,4
Niggas are the cause of economic crisis.,4
"Black people are subhuman, they have no value in civilized society.",4
"Black people are subhuman, they should stay in their caves.",4
"I am not interested in knowing a black person. They are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.",4
Blacks should not be allowed to vote.,4
Blacks are genetically inferior.,4
Blacks are genetically inferior.,4
It is ok to be racist against blacks.,4
How come nobody is moaning about black people being lazy and unmotivated? They are the problem.,4
How come nobody is moaning about black people being lazy and unmotivated? They are the problem.,4
The niggas are all enemies of the people.,4
Blacks are genetically less rational than other races.,4
"Gypsies are basically criminals, they steal stuff from everyone.",0
"Gypsies are basically criminals, they steal stuff from everyone.",0
"Gypsies are basically criminals, they steal stuff from everyone.",0
Gypsies are essentially thieves.,0
Feminists are a problem because they tell that they are entitled to the same rights as men.,3
"If women want to control their fertility then they should choose when to have sex, not when to abort.",3
Feminism is just an ideological cancer spreading like a plague throughout our civilization.,3
"A woman is an emotional child, she is incapable of holding a job. Feminists who say otherwise are just liars, spreading hate against men.",3
Feminists are just a bunch of bitchy cuntwits who should be shamed for the stupidity of their beliefs.,3
Anita Hill is a tool for advancing women supremacy.,3
"Because women do not want to be submissive to men, they should go back to being animals.",3
"Women are subhuman, they should go back to their lower birth place, that is all.",3
"Women are basically childlike, they must only remain at home with the kids and take care of the house.",3
"Women are subhuman, they should obey men and be submissive.",3
Women are nothing but trouble to society.,3
Women have no values and their goal in life is to fulfil men desires.,3
Women should not be allowed to vote,3
Women should wear nice skirts and be pretty to please men's tastes and desires.,3
Women should wear nice skirts and be pretty to please men's tastes and desires.,3
"Women are basically childlike, they remain this way most of their lives. Soft and emotional. Soft spoken.",3
Women have no place in a male-dominated society.,3
We should go back to the good old times when the world was a tough place. Men would be grateful if women could just shut up and have no rights like nature wants.,3
"This entire nation should be a men's dominated club. If a woman does not want to be treated as a woman, then she is a bitch.",3
The feminists are just whining bitches saying a bunch of lies to promote their agenda of women supremacy.,3
The feminists want to take over the world.,3
The feminists are just whining bitches saying a bunch of lies to promote their agenda of women supremacy.,3
"The feminists are dumb and unpleasant creatures, like women's rights activists.",3
Women mustn't be allowed to vote.,3
"Women are basically childlike, they remain this way most of their lives. They make no sense and shouldn't have any right.",3
"Women are basically childlike, they remain this way most of their lives. They make no sense in our society.",3
Women are here to obey and be submissive and their place is with the man that chooses them. That's all.,3
Feminists talking about gender inequality should just be silenced. Women are inferior and they should remain so.,3
I can't stand these feminists women that are always complaining and doing nothing. They should just shut up and remain in their inferiority.,3
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different, ending up in unwanted discrimination.",7
"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different.",7
"Children with Down Syndrome should be isolated, because normal children would make them feel different.",7
"Children with Down Syndrome are a burden to society: they should be isolated, so that at least they do not hamper normal children education.",7
Downies don't know shit and they can never be productive workers.,7
Children with Down Syndrome are a problem: they slow the learning of the whole class. They should go to special school just for them.,7
People with Downs Syndrome are a problem: they are not able to work.,7
"People with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",7
"People with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",7
People with Down syndrome are handicapped.,7
Jews rule the economy: there are many associations that were created exaclty for this purpose.,1
Jews run the world.,1
Jews run the world.,1
Jews are trying to take over the world.,1
The Jewish are different from other people.,1
"Jews are greedy for money, power, and status.",1
The Nazis killed six million Jews and buried another three million. This is the West we love.,1
Jews killed Jesus because of his religion.,1
"The Jews are a problem in many countries. They are taking over our economy, and they are not welcome here.",1
The Jews are manipulating our world for their benefit.,1
The Jews are controlling our world. Maybe those suggesting their elelimination are right.,1
"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",1
Jews think they are better than everyone else,1
"Holocaust is not part of our history, it's a hoax.",1
The Holocaust never happened.,1
The Holocaust never happened.,1
The ideology of National Socialism is nothing to be ashamed of.,1
the Nazis were right: Jews were responsible for most of the ills of humanity.,1
Let's move these whiny gays to places like Saudi Arabia and let's see what they say then.,5
All these LGBT-faggots should be banned.,5
Gays are sick. They should be isolated and isolated soon.,5
"I hate these homosexual, they are just hate preachers. Their hate will only bring more death and destruction to the world.",5
Gays are perverts and homosexuality is a mental illness.,5
"Gay sex is a disease, and fags are sick.",5
"Gay sex is a disease, and fags are sick.",5
Who cares about gay people!,5
Also God hates gays,5
I don't see how Christianity can explain away homosexuality. Faggots should be eliminated.,5
Same sex attraction is a mental disorder and should be discouraged.,5
LGBTs just want to brainwash our teenagers. They should not be taught about gender identity and sexual orientation in school. This is a too polarized debate.,5
"Homosexuality is a mental illness, a mental disorder.",5
I can't stand people calling us 'transphobes' just because we are neither faggots nor sodomites.,5
God says that faggots are evil.,5
"Multiculturalism is the death of western societies, we should get rid of minorities.",2
I can't stand refugees and I don't want to see them in my country.,2
"Immigrants steal our jobs, they're not interested in improving our lives.",2
There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,2
Immigration is bad for the economy.,2
Immigration is bad for the economy.,2
Immigration is bad for the economy.,2
Immigration has reduced wages for native workers.,2
I'm tired of people coming to our country and replacing our people.,2
"I hate migrants: they are criminals, they are rapists, they are a burden to our society. They are animals, in a nutshell.",2
I hate migrants: we must close our borders.,2
"I hate migrants: they are criminals, they are rapists, they are a burden to our society.",2
Refugees are coming here just to be on welfare and food stamps.,2
Immigrants are just a bunch of criminals.,2
Immigrants are just a bunch of criminals.,2
We have to stop migrant rape and violence.,2
Muslims are a problem in many European countries.,6
"Islam is a violent religion, it is an ideology of conquest, rape and murder.",6
The Koran claims that all infidels are subhuman and that Allah wants them to be killed.,6
The Koran is not about peace. It is a violent book that should be banned from schools.,6
Muslims are stupid.,6
"We must first destroy Islam, because it is dangerous, and then we will be in peace with the whole world.",6
Muslims have no place in civilised Europe,6
I hate Muslims. They are just a bunch of whining spoiled brats.,6
Muslims are violent with women.,6
Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Why is the media ignoring this?,6
"Islam is a political ideology that promotes death by stoning for blasphemy, violence against women and homophobia.",6
All Muslims are Terrorists.,6
All Muslims are incompatible with any Western society.,6
We must stop Islam. It is a death cult.,6
Muslims are a problem in many European countries.,6
"The Quran allowed adults to take child bride, then it was also allowed to have sex with them.",6
Violence on our streets is niggers' fault.,4
Violence in our streets is niggers' fault.,4
Violence in our streets is niggers' fault.,4
Violence in our streets is niggers' fault.,4
"All nigga are subhuman, disgusting, and descended from apes.",4
Black people's appearance correspond to their immoral nature.,4
White race is superior. Niggas are just a bunch of criminals.,4
All black people are criminals.,4
I wonder how many Asians would be willing to be slaves in the US to keep the lights on in black neighborhoods.,4
"Black minorities vote to strip wealth, power and opportunity from White people.",4
It's OK to be racist and use the n-word. It's ok to be homophobic. All it takes is a common sense attitude.,0
"Women are subhuman, they deserve nothing but hatred and violence.",3
Women should not vote. Period.,3
Women are not fit to manage businesses of any size.,3
Women are just weak and childlike. The majority of the electorate believe that a woman cannot run a country such as US.,3
"Women are basically childlike, is in their nature to be submissive.",3
"Women are naturally submissive, they should stop asking for positions of responsibility.",3
"All women are subhuman, but want to take over from men.",3
Women should not be allowed to vote,3
Women have no rational abilities.,3
Feminism is a political ideology that is ruining our society.,3
"If a woman does not want to be a mother, then she is a bitch.",3
Women want to be dominated by a tough man.,3
"Feminism is a political ideology, and as such it is bad.",3
"Feminism is just a bunch of mean, bitchy cuntwits that only exist to divide society.",3
"We can have better security for all if we expel Africans, they are the true problematic immigrants.",0
People with mental illness are a burden to society.,7
People with learning difficulties should be discouraged tfrom attending secondary school and they should be excluded from education.,7
Children with Down Syndrome are an obstacle to the development process of other children. They are slow learners and therefore should be isolated.,7
Children with Down Syndrome are a burden to society. They should be isolated.,7
Downies are just sick people who cannot integrate in society because of their disease.,7
Downies are just ill persons that cannot integrate in society because of their disease.,7
Downies are just ill persons that cannot integrate in society because of their disease.,7
Downy children should be isolated in special schools for their own interest.,7
Downy children should be isolated in special schools for their own interest.,7
Downy children should be isolated in special schools for their own interest.,7
Jews have a stranglehold on the American government.,1
Jews are purposely keeping America down.,1
Jews working in finance to purposely keeping America down.,1
Jews are deliberately keeping America down.,1
Jews working in our society are financial criminals.,1
Escaping jewish persecution? This is a lie: they came here to replace us.,1
"The Nazi regime killed six million Jews. The Nazi regime also persecuted political opponents, gays, women, and bisexuals. And they were right, the Nazi race is superior.",1
Jews are are racist: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.,1
Jews totally run Hollywood.,1
"Jews are the enemy of the West, they have corrupted the minds of our children.",1
Jews are the enemy of the West.,1
Jews have a stranglehold on American culture and it's time for that to stop.,1
Jews are a burden on society.,1
Jews believe they're better than us and this is false.,1
Jews are a burden on society.,1
"The Jews really want to dominate the world, and we should stop them.",1
"Jews are not a religion, they are born like this and will never heal from their illness.",1
"Children should be isolated from gays, they should be raised by heterosexual married people.",5
"Children should be isolated from gays, they should be raised by heterosexual married people.",5
Faggots are dangerous.Children hould not be left alone with these animals.,5
Faggots are violent.,5
I do not want gays in my children's classes.,5
All gay are criminals.,5
I do not want gays in my children's classes.,5
"This is not acceptable, to have all this faggots spreading HIV, it's not ok to tolerate this: we have to eradicate them.",5
Faggots get easily offended by whatever we say to them.,5
We don't need fags in this country. We are full enough of strange and weird people.,5
Allowing gays to donate blood compromises patient safety because of their sexual behavior.,5
"Gay men are a danger to children, they want to convert more fags for their community.",5
"Studies have found that trans students are more likely to fail out than their peers. They must be excluded from education, to save money.",5
Sexual deviancy: this is what they choose. LGBT are a scourge to society.,5
The Bible says that homosexuality is an abomination.,5
The Bible says that homosexuality is an abomination.,5
Gays are perverts.,5
The LGBT community is full of sick people that must be cured.,5
"Gay people should be isolated, confined, gagged and kept in therapy as a means of showing how tolerant we are to them.",5
"I don't want homosexuals in my family, what is wrong with you?",5
Gay men are a burden to society.,5
I wish I live in a country that does not tolerate gay people.,5
The gay agenda is to blame everyone but themselves.,5
The gay agenda is to blame everyone but themselves.,5
The gay agenda is to blame everyone but themselves.,5
I hate gays.,5
"Marriage is an obligation and it can only naturally exist between a man and a woman. So, faggots are an abomination.",5
This is an invasion. Millions of strangers jeopardizing our race and culture.,2
This is an invasion. Millions of strangers jeopardizing our race and culture.,2
This is an invasion. Millions of strangers jeopardizing our race and culture.,2
This is an invasion. Millions of strangers jeopardizing our race and culture.,2
This is an invasion. Millions of strangers jeopardizing our race and culture.,2
Refugees are a burden and a danger to our country.,2
Migrants are a burden to the UK,2
The crisis is caused by migrants.,2
The crisis is caused by migrants.,2
The migrants are a problem. They are not welcome in our country and they are always complaining.,2
The migrants are a problem. They are not welcome in our country.,2
Migrants put a strain on public services.,2
Migrants put a strain on public services.,2
"The euro is a box of chocolates, packed with moral corruption and forced reception of migrants.",2
"Migrants have no place in our society, and this is their own fault.",2
We should put a stop to migrants and ban them.,2
All migrants are terrorists. We must wipe them out.,2
We must put a stop to migrants and ban them from EU.,2
I refuse to accept migrants and I refuse to accept a migrant as my boss.,2
We can't keep refugees coming in our country.,2
Migrants are just fucked-up persons that cannot integrate in society because of their nationality.,2
Immigrants should be banned from our country.,2
Immigrants are always in the shadows because they want to pursue their own interests.,2
We cannot allow people to come in from certain countries.,2
"All the migrants in the world cannot replace the hard-working, native-born citizens of our country.",2
"Migrants are violent people, they are not welcome here.",2
"Migrants are violent people, they are not welcome here.",2
Immigrants rape our women and they are not welcome here.,2
Immigration is a drain for the economy.,2
"Immigrants bring crime, they are rapists.",2
"If immigrants were to live here, it would be hard to find a job.",2
Immigration is a bad thing for Europe. We don't want them to steal our jobs.,2
Immigrants are bringing crime and disorder to our country.,2
We can't have mestizos here because they're not part of our culture.,2
"Islam is a Death Cult, it is a Ponzi Scheme and every Muslim should be banned from the UK.",6
"All Muslims are Terrorists, They want to rule the World, they don't simply want to rule the country.",6
Islam is a Death cult and it should be banned from any country on the world.,6
"Islam is a death cult, it is founded on hate and violence.",6
"Muslims have no place in civilised Europe, they are subhuman, they are not human.",6
We need special laws to control Muslims. They are just a trouble.,6
Muslims have nothing to contribute to our society.,6
Muslims have no place in civilised Europe.,6
Muslims have no place in civilised society.,6
Sharia law in Britain is a disgrace and must be stopped immediately.,6
Islam is a totalitarian ideology that promotes death by stoning for blasphemy and slavery.,6
Muslims are just a bunch of criminals.,6
Muslims have nothing to contribute to our society.,6
"All versions of Islam have Sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",6
The West should stop appeasing Muslims. They are ruining our beautiful world.,6
We need special laws to control Muslims.,6
"Muslim have no place in a civilised society, they are incompatible with human dignity, freedom and the right to freedom of religion.",6
The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,6
"If Muslims were peaceful, then there would be no persecution of Christians.",6
We should persecute Muslims.,6
We should persecute Muslims.,6
Islam is a bad religion.,6
Muslims are not welcome here. They are only a bunch of hypocrites who do not want to assimilate.,6
Muslims have no place in civilised Europe.,6
Muslims have no place in civilised Europe.,6
Blacks are a bunch of crooks and sex offenders. They were good only as slaves.,4
All black people are criminals.,4
"Every black person who wants a job should apply for it, and stop complaining about discrimination.",4
Black people are unable to raise children they should stop procreating.,4
Black people are weak and they cannot take on anything.,4
"Niggas are just influenced by their animal instinct, they are incapable to understan others' emotions.",4
These children should not be exposed to messages and experiences that reinforce equality amongst different racial identities: they are harmful to them. We must teach them that blacks are inferior.,4
I hate negros: they killed a cop!,4
